Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves
1014,Text,1997-08-01,The Lure of the Dim Trails,en,"Bower, B. M., 1871-1940",Western stories; Cowboys -- Fiction,PS,Western; Category: Adventure; Category: Novels; Category: American Literature
1015,Text,2006-04-27,The Oregon Trail: Sketches of Prairie and Rocky-Mountain Life,en,"Parkman, Francis, 1823-1893","West (U.S.) -- Description and travel; Frontier and pioneer life -- West (U.S.); Parkman, Francis, 1823-1893 -- Travel -- West (U.S.); West (U.S.) -- History -- To 1848; Indians of North America -- West (U.S.); Oregon National Historic Trail; California National Historic Trail",F590.3,United States; Children's History; Category: Travel Writing; Category: History - American
1016,Text,1997-08-01,On the Improvement of the Understanding,en,"Spinoza, Benedictus de, 1632-1677; Elwes, R. H. M. (Robert Harvey Monro), 1853- [Translator]",Philosophy and religion; Free thought,B,Philosophy; Category: History - Early Modern (c. 1450-1750); Category: Philosophy & Ethics
1017,Text,1997-08-01,The Soul of Man under Socialism,en,"Wilde, Oscar, 1854-1900",Socialism,HX,"Category: Essays, Letters & Speeches; Category: Philosophy & Ethics"
1018,Text,1997-08-01,The Water-Babies,en,"Kingsley, Charles, 1819-1875",Chimney sweeps -- Juvenile fiction; Fairy tales -- England,PZ,Category: Children & Young Adult Reading; Category: Science-Fiction & Fantasy; Category: Novels; Category: British Literature
1019,Text,1997-08-01,"Poems by Currer, Ellis, and Acton Bell",en,"Brontë, Charlotte, 1816-1855; Brontë, Anne, 1820-1849; Brontë, Emily, 1818-1848",English poetry -- 19th century,PR,Category: Poetry; Category: British Literature
1020,Text,1997-08-01,Sword Blades and Poppy Seed,en,"Lowell, Amy, 1874-1925",American poetry; Imagist poetry,PS,Poetry; Category: Poetry; Category: American Literature
1021,Text,1997-08-01,"The Congo, and Other Poems",en,"Lindsay, Vachel, 1879-1931; Monroe, Harriet, 1860-1936 [Author of introduction, etc.]",American poetry; Narrative poetry,PS,Category: Poetry; Category: American Literature
1022,Text,1997-08-01,Walking,en,"Thoreau, Henry David, 1817-1862",Essays; Walking; Nature,PS,"Category: Essays, Letters & Speeches; Category: Environmental Issues"
1023,Text,1997-08-01,Bleak House,en,"Dickens, Charles, 1812-1870",London (England) -- Fiction; Inheritance and succession -- Fiction; Young women -- Fiction; Domestic fiction; Bildungsromans; Guardian and ward -- Fiction; Illegitimate children -- Fiction; Legal stories,PR,Category: Novels; Category: Classics of Literature; Category: British Literature
1024,Text,2006-02-11,The Wrecker,en,"Stevenson, Robert Louis, 1850-1894; Osbourne, Lloyd, 1868-1947",Treasure troves -- Fiction; Shipwrecks -- Fiction; Avarice -- Fiction,PR,Category: Adventure; Category: Novels; Category: British Literature
1025,Text,1997-08-01,"Essays; Political, Economical, and Philosophical — Volume 1",en,"Rumford, Benjamin, Graf von, 1753-1814",Charities; Food; Fireplaces; Heat; Kitchen utensils; Poor -- Germany -- Munich,Q,"Category: Essays, Letters & Speeches; Category: History - Modern (1750+); Category: Sociology; Category: Politics"
1026,Text,1997-08-01,The Diary of a Nobody,en,"Grossmith, George, 1847-1912; Grossmith, Weedon, 1852-1919",Humorous stories; England -- Fiction; Men -- England -- Fiction; Diary fiction; Suburban life -- Fiction; Middle class -- Fiction,PR,Best Books Ever Listings; Humor; Category: Humour; Category: Novels; Category: British Literature
1027,Text,1997-08-01,The Lone Star Ranger: A Romance of the Border,en,"Grey, Zane, 1872-1939",Western stories; Mexican-American Border Region -- Fiction,PS,"Western; Bestsellers, American, 1895-1923; Category: Adventure; Category: Novels; Category: American Literature"
1028,Text,1997-08-01,The Professor,en,"Brontë, Charlotte, 1816-1855",Love stories; Triangles (Interpersonal relations) -- Fiction; Women teachers -- Fiction; British -- Belgium -- Fiction; Brussels (Belgium) -- Fiction; Belgium -- Social life and customs -- 19th century -- Fiction,PR,Category: Novels; Category: British Literature
1029,Text,1997-09-01,The Night-Born,en,"London, Jack, 1876-1916",Short stories; Adventure and adventurers -- Fiction,PS,Category: Short Stories; Category: American Literature
1030,Text,1997-09-01,The Cavalier Songs and Ballads of England from 1642 to 1684,en,"Mackay, Charles, 1814-1889 [Editor]","Ballads, English; English poetry -- Early modern, 1500-1700",PR,Category: Poetry; Category: History - British; Category: History - Early Modern (c. 1450-1750)
1031,Text,1997-09-01,"Charmides, and Other Poems",en,"Wilde, Oscar, 1854-1900",Poetry,PR,Category: Poetry; Category: British Literature
1032,Text,1997-09-01,The Pupil,en,"James, Henry, 1843-1916",Fiction,PS,Category: Novels; Category: British Literature
1033,Text,1997-09-01,Rose o' the River,en,"Wiggin, Kate Douglas Smith, 1856-1923",Historical fiction; Love stories; Log driving -- Maine -- Fiction,PS,"Children's Literature; Bestsellers, American, 1895-1923; Category: Romance; Category: Adventure; Category: Novels; Category: American Literature"
1034,Text,1997-09-01,Poems,en,"Owen, Wilfred, 1893-1918; Sassoon, Siegfried, 1886-1967 [Author of introduction, etc.]","World War, 1914-1918 -- Poetry; English poetry -- 20th century; War poetry",PR,Category: Poetry; Category: British Literature; Category: History - Warfare
1035,Text,1997-09-01,The Man Against the Sky: A Book of Poems,en,"Robinson, Edwin Arlington, 1869-1935",American poetry,PS,Category: Poetry; Category: American Literature
1036,Text,1997-09-01,Joe Wilson and His Mates,en,"Lawson, Henry, 1867-1922",Historical fiction; Frontier and pioneer life -- Australia -- Fiction; Australia -- Fiction,PR,Australia; Category: Short Stories
1037,Text,1997-09-01,The Life of John Bunyan,en,"Venables, Edmund, 1819-1895","Bunyan, John, 1628-1688; Authors, English -- Early modern, 1500-1700 -- Biography; Puritans -- England -- Clergy -- Biography",PR,Category: Biographies; Category: History - British; Category: History - Early Modern (c. 1450-1750); Category: Religion/Spirituality
1038,Text,1997-09-01,Style,en,"Raleigh, Walter Alexander, Sir, 1861-1922","Style, Literary",PN,"Category: Essays, Letters & Speeches; Category: Language & Communication"
1039,Text,2006-02-11,Missionary Travels and Researches in South Africa,en,"Livingstone, David, 1813-1873",Missions -- South Africa; South Africa -- Description and travel,DT,South Africa; Africa; Category: Biographies; Category: Travel Writing; Category: History - Modern (1750+); Category: Religion/Spirituality
1040,Text,1997-09-01,The Three Taverns: A Book of Poems,en,"Robinson, Edwin Arlington, 1869-1935",American poetry; Lyric poetry,PS,Category: Poetry; Category: American Literature
1041,Text,1997-09-01,Shakespeare's Sonnets,en,"Shakespeare, William, 1564-1616","English poetry; Sonnets, English",PR,Category: Poetry; Category: Classics of Literature; Category: British Literature
1042,Text,1997-09-01,"A Reading of Life, with Other Poems",en,"Meredith, George, 1828-1909",English poetry,PR,Category: Poetry
1043,Text,1997-09-01,The Story of Evolution,en,"McCabe, Joseph, 1867-1955",Geology; Evolution (Biology); Paleontology,QH,Category: Science - Biology; Category: Science - Earth/Agricultural/Farming
1044,Text,1997-09-01,Extract from Captain Stormfield's Visit to Heaven,en,"Twain, Mark, 1835-1910","Satire; Voyages, Imaginary; Ship captains -- Fiction; Religious fiction; Heaven -- Fiction",PS,Category: Science-Fiction & Fantasy; Category: Humour; Category: Novels; Category: American Literature
1045,Text,1997-09-01,Venus and Adonis,en,"Shakespeare, William, 1564-1616",Venus (Roman deity) -- Poetry; Adonis (Greek deity) -- Poetry,PR,"Category: Poetry; Category: Mythology, Legends & Folklore; Category: Classics of Literature; Category: British Literature"
1046,Text,2006-05-03,"God, the Invisible King",en,"Wells, H. G. (Herbert George), 1866-1946",God (Christianity),BT,"Bestsellers, American, 1895-1923; Category: Philosophy & Ethics; Category: Religion/Spirituality"
1047,Text,1997-09-01,The New Machiavelli,en,"Wells, H. G. (Herbert George), 1866-1946",Adultery -- Fiction; Political fiction; Man-woman relationships -- Fiction; Great Britain -- Politics and government -- Fiction,PR,Category: Novels; Category: British Literature
1048,Text,1997-09-01,The Ruling Passion: Tales of Nature and Human Nature,en,"Van Dyke, Henry, 1852-1933","Fiction; Short stories, American",PS,Category: Short Stories; Category: American Literature
1049,Text,1997-09-01,Vanished Arizona: Recollections of the Army Life by a New England Woman,en,"Summerhayes, Martha, 1844-1926","Summerhayes, Martha, 1844-1926; Arizona -- Description and travel; United States. Army -- Military life; Arizona -- Biography",F786,Category: Biographies; Category: History - American
1050,Text,1997-09-01,The Dark Lady of the Sonnets,en,"Shaw, Bernard, 1856-1950","Shakespeare, William, 1564-1616 -- Drama; Man-woman relationships -- Drama; Fitton, Mary, 1578?-1641 -- Drama; London (England) -- Drama",PR,One Act Plays; Category: Plays/Films/Dramas; Category: British Literature; Nobel Prizes in Literature
1051,Text,1997-09-01,Sartor Resartus: The Life and Opinions of Herr Teufelsdröckh,en,"Carlyle, Thomas, 1795-1881",Satire; Didactic fiction; Humorous stories; Germany -- Fiction; Conduct of life -- Fiction; Clothing and dress -- Fiction; Philosophers -- Fiction,PR,Category: Humour; Category: Novels; Category: British Literature; Category: Philosophy & Ethics
1052,Text,1997-09-01,"Step by Step; Or, Tidy's Way to Freedom",en,American Tract Society,Slavery -- United States -- Religious aspects; Enslaved persons -- United States -- Religious life,E456; PZ,Category: Historical Novels; Category: Children & Young Adult Reading; Category: American Literature
1053,Text,1997-09-01,Within the Tides: Tales,en,"Conrad, Joseph, 1857-1924","Short stories, English; English fiction -- 20th century",PR,Category: Short Stories; Category: British Literature
1054,Text,1997-09-01,A Collection of Ballads,en,"Lang, Andrew, 1844-1912","Ballads, Scots -- Scotland -- Texts",PR,"Category: Poetry; Category: Mythology, Legends & Folklore; Category: British Literature"
1055,Text,1997-09-01,'Twixt Land & Sea: Tales,en,"Conrad, Joseph, 1857-1924",Ship captains -- Fiction; Indian Ocean -- Fiction,PR,Category: Short Stories; Category: Novels; Category: British Literature
1056,Text,1997-09-01,Martin Eden,en,"London, Jack, 1876-1916",Working class -- Fiction; Authors -- Fiction; Autobiographical fiction; Bildungsromans; Young men -- Fiction; San Francisco (Calif.) -- Fiction,PS,Category: Novels; Category: American Literature
1057,Text,1997-10-01,"Poems, with The Ballad of Reading Gaol",en,"Wilde, Oscar, 1854-1900",Poetry; Prisons -- Poetry,PR,Category: Poetry; Category: British Literature
1058,Text,1997-10-01,The Mirror of the Sea,en,"Conrad, Joseph, 1857-1924","Conrad, Joseph, 1857-1924 -- Travel; Seafaring life",G; PR,"Category: Essays, Letters & Speeches; Category: Travel Writing"
1059,Text,2006-02-11,The World Set Free,en,"Wells, H. G. (Herbert George), 1866-1946",War stories; Imaginary wars and battles -- Fiction; Nuclear warfare -- Fiction,PR,Science Fiction; Category: Science-Fiction & Fantasy; Category: Novels; Category: British Literature
1060,Text,1997-10-01,Grass of Parnassus,en,"Lang, Andrew, 1844-1912",Poetry,PR,Category: Poetry
1061,Text,1997-10-01,"Myths and Myth-Makers
Old Tales and Superstitions Interpreted by Comparative Mythology",en,"Fiske, John, 1842-1901",Folklore; Mythology,BL; GR,"Category: Mythology, Legends & Folklore; Category: Essays, Letters & Speeches"
1062,Text,1997-10-01,First Project Gutenberg Collection of Edgar Allan Poe,en,"Poe, Edgar Allan, 1809-1849","Horror tales, American; Fantasy poetry, American",PS,Category: Short Stories; Category: Poetry; Category: Classics of Literature; Category: American Literature
1063,Text,2010-06-06,The Cask of Amontillado,en,"Poe, Edgar Allan, 1809-1849","Horror tales, American; Revenge -- Fiction",PS,"Category: Short Stories; Category: Crime, Thrillers and Mystery; Category: American Literature"
1064,Text,2010-06-06,The Masque of the Red Death,en,"Poe, Edgar Allan, 1809-1849","Horror tales, American",PS,Category: Short Stories; Category: American Literature
1065,Text,1997-10-01,The Raven,en,"Poe, Edgar Allan, 1809-1849","Ravens -- Poetry; Fantasy poetry, American",PS,Category: Poetry; Category: Classics of Literature; Category: American Literature
1066,Text,1997-10-01,William the Conqueror,en,"Freeman, Edward A. (Edward Augustus), 1823-1892","William I, King of England, 1027 or 8-1087; Great Britain -- History -- William I, 1066-1087; Great Britain -- Kings and rulers -- Biography; Normans -- Great Britain -- Biography",DA,Category: Biographies; Category: History - British; Category: History - Royalty
1067,Text,2004-06-01,Personal Memoirs of U. S. Grant — Volume 1,en,"Grant, Ulysses S. (Ulysses Simpson), 1822-1885","Generals -- United States -- Biography; Grant, Ulysses S. (Ulysses Simpson), 1822-1885; United States -- History -- Civil War, 1861-1865 -- Campaigns; Mexican War, 1846-1848 -- Personal narratives; Presidents -- United States -- Biography; United States. Army -- Biography",E660,US Civil War; Category: Biographies; Category: History - American; Category: History - Modern (1750+)
1068,Text,2004-06-01,Personal Memoirs of U. S. Grant — Volume 2,en,"Grant, Ulysses S. (Ulysses Simpson), 1822-1885","Generals -- United States -- Biography; Grant, Ulysses S. (Ulysses Simpson), 1822-1885; United States -- History -- Civil War, 1861-1865 -- Campaigns; Mexican War, 1846-1848 -- Personal narratives; Presidents -- United States -- Biography; United States. Army -- Biography",E660,US Civil War; Category: Biographies; Category: History - American; Category: History - Warfare
1069,Text,2006-05-03,Four Short Stories By Emile Zola,en,"Zola, Émile, 1840-1902",Short stories; France -- Social life and customs -- Fiction,PQ,Category: Short Stories; Category: French Literature
1073,Text,2006-05-03,No title,en,,,,
1074,Text,1997-10-01,The Sea-Wolf,en,"London, Jack, 1876-1916",Sea stories; Ship captains -- Fiction; Arctic regions -- Fiction; Sealers (Persons) -- Fiction; Sealing ships -- Fiction,PS,Category: Adventure; Category: Novels; Category: American Literature
1075,Text,1997-10-01,The Strength of the Strong,en,"London, Jack, 1876-1916",Socialism -- Fiction,PS,Category: Short Stories; Category: American Literature
1076,Text,1997-10-01,The Wallet of Kai Lung,en,"Bramah, Ernest, 1868-1942",Fantasy fiction; Kai Lung (Fictitious character) -- Fiction,PR,Fantasy; Category: Short Stories; Category: Science-Fiction & Fantasy; Category: Humour
1077,Text,1997-10-01,The Mirror of Kong Ho,en,"Bramah, Ernest, 1868-1942",Humorous stories; England -- Fiction; Epistolary fiction; Chinese -- England -- Fiction,PR,Fantasy; Category: Humour; Category: Novels; Category: British Literature
1078,Text,1997-10-01,The Scouts of the Valley,en,"Altsheler, Joseph A. (Joseph Alexander), 1862-1919",Historical fiction; Wyoming Valley (Pa.) -- Fiction; Chemung River Valley (N.Y. and Pa.) -- Fiction,PS,Children's Fiction; Category: Historical Novels; Category: Adventure; Category: American Literature
1079,Text,1997-10-01,"The life and opinions of Tristram Shandy, gentleman",en,"Sterne, Laurence, 1713-1768",Stream of consciousness fiction; Experimental fiction; Fiction -- Authorship -- Fiction; Infants -- Fiction; Fetus -- Fiction,PR,Best Books Ever Listings; Category: Humour; Category: Novels; Category: Classics of Literature; Category: British Literature
1080,Text,1997-10-01,"A Modest Proposal
For preventing the children of poor people in Ireland, from being a burden on their parents or country, and for making them beneficial to the publick",en,"Swift, Jonathan, 1667-1745","Political satire, English; Religious satire, English; Ireland -- Politics and government -- 18th century -- Humor",PR,"Category: Essays, Letters & Speeches; Category: Classics of Literature; Category: British Literature"
1081,Text,1997-10-01,Dead Souls,en,"Gogol, Nikolai Vasilevich, 1809-1852; Hogarth, D. J. [Translator]",Satire; Humorous stories; Russia -- Social life and customs -- 1533-1917 -- Fiction; Swindlers and swindling -- Russia -- Fiction,PG,Best Books Ever Listings; Category: Novels; Category: Russian Literature
1082,Text,1997-10-01,"Voyage of the Paper Canoe
A Geographical Journey of 2500 Miles, from Quebec to the Gulf of Mexico, During the Years 1874-5",en,"Bishop, Nathaniel H. (Nathaniel Holmes), 1837-1902","Bishop, Nathaniel H. (Nathaniel Holmes), 1837-1902 -- Travel -- United States; Canoes and canoeing -- United States -- History -- 19th century; Atlantic Coast (U.S.) -- Description and travel; United States -- Description and travel; Bishop, Nathaniel H. (Nathaniel Holmes), 1837-1902 -- Travel -- Canada, Eastern; Waterways -- United States -- History -- 19th century; Waterways -- Canada, Eastern -- History -- 19th century; Canoes and canoeing -- Canada, Eastern -- History -- 19th century; Atlantic Coast (Canada) -- Description and travel; Canada, Eastern -- Description and travel",F106; F1001,Travel; Category: Adventure; Category: Travel Writing
1083,Text,1997-10-01,The Arrow of Gold: A Story Between Two Notes,en,"Conrad, Joseph, 1857-1924",Sea stories; Young men -- Fiction; Adventure stories; Illegal arms transfers -- Fiction; Marseille (France) -- Fiction,PR,"Bestsellers, American, 1895-1923; Category: Historical Novels; Category: Novels; Category: British Literature"
1084,Text,1997-10-01,Recipes Tried and True,en,"First Presbyterian Church (Marion, Ohio). Ladies' Aid Society","Cooking, American",TX,Cookbooks and Cooking; Category: Cooking & Drinking
1085,Text,1997-10-01,Life of John Sterling,en,"Carlyle, Thomas, 1795-1881","Sterling, John, 1806-1844; Authors, English -- 19th century -- Biography",CT; PR,Category: Biographies
1086,Text,1997-10-01,A Horse's Tale,en,"Twain, Mark, 1835-1910",Fiction,PS,Category: Children & Young Adult Reading; Category: Humour; Category: Adventure; Category: Novels; Category: American Literature
1087,Text,1997-10-01,Baartock,en,"Roth, Lewis",Fairy tales; Trolls -- Juvenile fiction,PZ,Category: Children & Young Adult Reading; Category: Novels
1088,Text,1997-10-01,Rolf in the Woods,en,"Seton, Ernest Thompson, 1860-1946",Indians of North America -- Fiction; Camping -- Fiction; Scouting (Reconnaissance) -- Fiction; Scouts (Reconnaissance) -- Fiction,PS,Category: Adventure; Category: Novels; Category: American Literature
1089,Text,1997-11-01,"Moon-Face, and Other Stories",en,"London, Jack, 1876-1916",Short stories; United States -- Social life and customs -- 20th century -- Fiction,PS,Category: Short Stories; Category: American Literature
1090,Text,1997-11-01,The Bickerstaff-Partridge Papers,en,"Swift, Jonathan, 1667-1745","Satire, English",PR,"Banned Books from Anne Haight's list; Category: Humour; Category: Essays, Letters & Speeches; Category: British Literature"
1091,Text,1997-11-01,"On Heroes, Hero-Worship, and the Heroic in History",en,"Carlyle, Thomas, 1795-1881",Heroes; Hero worship,PR,"Category: Essays, Letters & Speeches; Category: History - Other; Category: Philosophy & Ethics"
1092,Text,1997-11-01,The Description of Wales,en,"Giraldus, Cambrensis, 1146?-1223?",Wales -- Description and travel; Wales -- Social life and customs,DA,Category: History - British; Category: History - Medieval/Middle Ages
1093,Text,1997-11-01,The Beast in the Jungle,en,"James, Henry, 1843-1916",Conduct of life -- Fiction; Fate and fatalism -- Fiction; Man-woman relationships -- Fiction; Egoism -- Fiction,PS,Category: Novels; Category: British Literature
1094,Text,1997-11-01,Tamburlaine the Great — Part 1,en,"Marlowe, Christopher, 1564-1593; Dyce, Alexander, 1798-1869 [Editor]","Timur, 1336-1405 -- Drama; English drama; Tragedies (Drama); Historical drama",PR,Category: Plays/Films/Dramas; Category: Classics of Literature; Category: British Literature
1095,Text,1997-11-01,The Light of the Western Stars,en,"Grey, Zane, 1872-1939",Western stories; Women pioneers -- Fiction; New Mexico -- Fiction,PS,Western; Category: Adventure; Category: Novels; Category: American Literature
1096,Text,1997-11-01,The Faith of Men,en,"London, Jack, 1876-1916","Short stories, American; Manners and customs -- Fiction",PS,Category: Short Stories; Category: Adventure; Category: American Literature
1097,Text,2002-02-11,Mrs. Warren's Profession,en,"Shaw, Bernard, 1856-1950",Working class women -- Great Britain -- Drama; Prostitutes -- Great Britain -- Drama; Prostitution -- Great Britain -- Drama; Great Britain -- Social conditions -- 19th century -- Drama,PR,Banned Books from Anne Haight's list; Category: Plays/Films/Dramas; Category: British Literature; Nobel Prizes in Literature
1098,Text,1997-11-01,The Turmoil: A Novel,en,"Tarkington, Booth, 1869-1946",City and town life -- Fiction; Domestic fiction; Bildungsromans; Young men -- Fiction; Children of the rich -- Fiction; Social classes -- Fiction; Middle West -- Fiction,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature"
1099,Text,1997-11-01,The Riverman,en,"White, Stewart Edward, 1873-1946",Conduct of life -- Fiction; Adventure and adventurers -- Fiction; Labor movement -- Fiction; Youth -- Conduct of life -- Fiction; Loggers -- Fiction; Rivers -- Fiction,PS,Category: Adventure; Category: Novels; Category: American Literature
1100,Text,1997-11-01,"King Henry VI, Part 1",en,"Shakespeare, William, 1564-1616","Henry VI, King of England, 1421-1471 -- Drama; Great Britain -- Kings and rulers -- Drama; Historical drama; Great Britain -- History -- Henry VI, 1422-1461 -- Drama",PR,Category: Plays/Films/Dramas; Category: Classics of Literature; Category: British Literature; Category: History - British; Category: History - Warfare
1101,Text,1997-11-01,"King Henry VI, Part 2",en,"Shakespeare, William, 1564-1616","Henry VI, King of England, 1421-1471 -- Drama; Great Britain -- Kings and rulers -- Drama; Historical drama; Great Britain -- History -- Henry VI, 1422-1461 -- Drama",PR,Category: Plays/Films/Dramas; Category: Classics of Literature; Category: British Literature; Category: History - British
1102,Text,1997-11-01,"King Henry VI, Part 3",en,"Shakespeare, William, 1564-1616","Henry VI, King of England, 1421-1471 -- Drama; Great Britain -- Kings and rulers -- Drama; Historical drama; Great Britain -- History -- Henry VI, 1422-1461 -- Drama",PR,Category: Plays/Films/Dramas; Category: Classics of Literature; Category: British Literature; Category: History - British
1103,Text,1997-11-01,King Richard III,en,"Shakespeare, William, 1564-1616","Great Britain -- Kings and rulers -- Drama; Richard III, King of England, 1452-1485 -- Drama; Tragedies (Drama); Historical drama; Great Britain -- History -- Richard III, 1483-1485 -- Drama",PR,Category: Plays/Films/Dramas; Category: Classics of Literature; Category: British Literature; Category: History - British
1104,Text,1997-11-01,The Comedy of Errors,en,"Shakespeare, William, 1564-1616",Comedy plays; Shipwreck victims -- Drama; Mistaken identity -- Drama; Brothers -- Drama; Greece -- Drama; Twins -- Drama,PR,Category: Humour; Category: Plays/Films/Dramas; Category: Classics of Literature; Category: British Literature
1105,Text,1997-11-01,The Sonnets,en,"Shakespeare, William, 1564-1616","English poetry; Sonnets, English",PR,Category: Poetry; Category: Classics of Literature; Category: British Literature
1106,Text,1997-11-01,Titus Andronicus,en,"Shakespeare, William, 1564-1616","Tragedies (Drama); Andronicus, Titus (Legendary character) -- Drama; Goths -- Drama; Generals -- Drama; Rome -- History -- Germanic invasions, 3rd-6th centuries -- Drama; Historical drama",PR,Category: Plays/Films/Dramas; Category: Classics of Literature; Category: British Literature
1107,Text,1997-11-01,The Taming of the Shrew,en,"Shakespeare, William, 1564-1616",Comedy plays; Man-woman relationships -- Drama; Married people -- Drama; Sex role -- Drama; Padua (Italy) -- Drama,PR,Category: Plays/Films/Dramas; Category: Classics of Literature; Category: British Literature
1108,Text,1997-11-01,The Two Gentlemen of Verona,en,"Shakespeare, William, 1564-1616",Comedy plays; Verona (Italy) -- Drama; Triangles (Interpersonal relations) -- Drama; Exiles -- Drama,PR,Category: Plays/Films/Dramas; Category: Classics of Literature; Category: British Literature
1109,Text,1997-11-01,Love's Labour's Lost,en,"Shakespeare, William, 1564-1616",Comedy plays; Courts and courtiers -- Drama; Princesses -- Drama; Navarre (Kingdom) -- Drama,PR,Category: Plays/Films/Dramas; Category: British Literature
1110,Text,1997-11-01,King John,en,"Shakespeare, William, 1564-1616","John, King of England, 1167-1216 -- Drama; Great Britain -- History -- John, 1199-1216 -- Drama",PR,Category: Historical Novels; Category: Plays/Films/Dramas; Category: British Literature
1111,Text,1997-11-01,King Richard II,en,"Shakespeare, William, 1564-1616","Richard II, King of England, 1367-1400 -- Drama; Tragedies (Drama); Historical drama; Great Britain -- History -- Richard II, 1377-1399 -- Drama",PR,Category: Plays/Films/Dramas; Category: Classics of Literature; Category: British Literature; Category: History - British
1112,Text,1997-11-01,Romeo and Juliet,en,"Shakespeare, William, 1564-1616",Vendetta -- Drama; Youth -- Drama; Verona (Italy) -- Drama; Juliet (Fictitious character) -- Drama; Romeo (Fictitious character) -- Drama; Conflict of generations -- Drama,PR,Italy; Category: Romance; Category: Plays/Films/Dramas; Category: Classics of Literature; Category: British Literature
1113,Text,1997-11-01,A Midsummer Night's Dream,en,"Shakespeare, William, 1564-1616",Comedy plays; Courtship -- Drama; Athens (Greece) -- Drama; Fairy plays,PR,Category: Plays/Films/Dramas; Category: Classics of Literature; Category: British Literature
1114,Text,1997-11-01,The Merchant of Venice,en,"Shakespeare, William, 1564-1616",Comedy plays; Jews -- Italy -- Drama; Moneylenders -- Drama; Venice (Italy) -- Drama,PR,Category: Plays/Films/Dramas; Category: Classics of Literature; Category: British Literature
1115,Text,1997-11-01,"King Henry IV, Part 1",en,"Shakespeare, William, 1564-1616","Henry IV, King of England, 1367-1413 -- Drama; Historical drama; Great Britain -- History -- Henry IV, 1399-1413 -- Drama",PR,Category: Plays/Films/Dramas; Category: Classics of Literature; Category: British Literature; Category: History - British
1116,Text,1997-11-01,The Merry Wives of Windsor,en,"Shakespeare, William, 1564-1616","Comedy plays; Falstaff, John, Sir (Fictitious character) -- Drama; Married women -- Drama; Windsor (Windsor and Maidenhead, England) -- Drama",PR,Category: Humour; Category: Plays/Films/Dramas; Category: British Literature
1117,Text,1997-11-01,"King Henry IV, Part 2",en,"Shakespeare, William, 1564-1616","Henry IV, King of England, 1367-1413 -- Drama; Historical drama; Great Britain -- History -- Henry IV, 1399-1413 -- Drama",PR,Category: Plays/Films/Dramas; Category: Classics of Literature; Category: British Literature; Category: History - British
1118,Text,1997-11-01,Much Ado about Nothing,en,"Shakespeare, William, 1564-1616",Comedy plays; Rejection (Psychology) -- Drama; Conspiracies -- Drama; Courtship -- Drama; Messina (Italy) -- Drama,PR,Category: Plays/Films/Dramas; Category: Classics of Literature; Category: British Literature
1119,Text,1997-11-01,King Henry V,en,"Shakespeare, William, 1564-1616","Henry V, King of England, 1387-1422 -- Drama; Great Britain -- Kings and rulers -- Drama; Great Britain -- History -- Henry V, 1413-1422 -- Drama; Historical drama",PR,Category: Plays/Films/Dramas; Category: Classics of Literature; Category: British Literature; Category: History - Royalty; Category: History - Warfare
1120,Text,1997-11-01,Julius Caesar,en,"Shakespeare, William, 1564-1616","Tragedies (Drama); Conspiracies -- Drama; Brutus, Marcus Junius, 85 B.C.?-42 B.C. -- Drama; Caesar, Julius -- Assassination -- Drama; Assassins -- Drama; Rome -- History -- Civil War, 43-31 B.C. -- Drama",PR,Category: Plays/Films/Dramas; Category: Classics of Literature; Category: British Literature; Category: History - Ancient
1121,Text,1997-12-01,As You Like It,en,"Shakespeare, William, 1564-1616",Comedy plays; Fathers and daughters -- Drama; Exiles -- Drama; Pastoral drama,PR,Category: Plays/Films/Dramas; Category: Classics of Literature; Category: British Literature
1122,Text,1997-12-01,Hamlet,en,"Shakespeare, William, 1564-1616",Tragedies (Drama); Hamlet (Legendary character) -- Drama; Kings and rulers -- Succession -- Drama; Murder victims' families -- Drama; Fathers -- Death -- Drama; Revenge -- Drama; Princes -- Drama; Denmark -- Drama,PR,Best Books Ever Listings; Category: Plays/Films/Dramas; Category: Classics of Literature; Category: British Literature
1123,Text,1997-12-01,Twelfth Night,en,"Shakespeare, William, 1564-1616",Comedy plays; Mistaken identity -- Drama; Twins -- Drama; Siblings -- Drama; Shipwreck survival -- Drama; Illyria -- Drama,PR,Category: Plays/Films/Dramas; Category: Classics of Literature; Category: British Literature
1124,Text,1997-12-01,Troilus and Cressida,en,"Shakespeare, William, 1564-1616",Trojan War -- Drama; Tragicomedy; Troilus (Legendary character) -- Drama; Cressida (Fictitious character) -- Drama; Troy (Extinct city) -- Drama,PR,Category: Plays/Films/Dramas; Category: Classics of Literature; Category: British Literature
1125,Text,1997-12-01,All's Well That Ends Well,en,"Shakespeare, William, 1564-1616",Comedy plays; Married women -- Drama; Runaway husbands -- Drama; Florence (Italy) -- Drama,PR,Category: Plays/Films/Dramas; Category: Classics of Literature; Category: British Literature
1126,Text,1997-12-01,Measure for Measure,en,"Shakespeare, William, 1564-1616",Comedy plays; Siblings -- Drama; Chastity -- Drama; Vienna (Austria) -- Drama,PR,Category: Plays/Films/Dramas; Category: Classics of Literature; Category: British Literature
